PortfolioPair,n_obs,mean,std,min,max,skew,excess_kurtosis
ME01 BM01,9025,-0.00011278670360110858,0.015715996603717183,-0.1353,0.1425999999999999,-0.4164486326743326,5.721548466942284
ME01 BM02,9025,0.00016495290858725703,0.01583809394861634,-0.13520000000000001,0.2571,0.49340617593113534,14.691867774963185
ME01 BM03,9025,0.0003545263157894725,0.015569524489179141,-0.14070000000000002,0.13369999999999999,-0.22286973740412586,6.9802348783127055
ME01 BM04,9025,0.0002599002770083094,0.01415176932835723,-0.13349999999999998,0.11699999999999999,-0.3913012567787692,6.625926089436874
ME01 BM05,9025,0.0003203434903047082,0.014347679422199753,-0.1236,0.2343,0.6970709744371932,21.161235345718314
ME01 BM06,9025,0.0003834570637119104,0.012549872054300032,-0.13299999999999998,0.0978999999999999,-0.3951443058835092,8.101372068917984
ME01 BM07,9025,0.0004138282548476442,0.01244283174607027,-0.1329,0.1071,-0.393019073216158,9.210107062190717
ME01 BM08,9025,0.0004091745152354564,0.011490961316244374,-0.1345999999999999,0.08399999999999999,-0.4551710502873257,10.117434110861998
ME01 BM09,9025,0.0005271135734072011,0.010526932043049555,-0.1158,0.0677,-0.5484040339936398,8.668240407208918
ME01 BM10,9025,0.000504908587257617,0.011491222813317102,-0.1111,0.0779,-0.7437265113265319,9.647278810154218
ME02 BM01,9025,0.00011908033240997195,0.017763530935336034,-0.159,0.1436,-0.0831524777693478,5.0416424695590045
ME02 BM02,9025,0.00034021052631578915,0.017226497562255985,-0.15259999999999999,0.1642999999999999,-0.0860921456197747,5.7067634090556485
ME02 BM03,9025,0.00035944598337950083,0.01589279088133974,-0.12739999999999999,0.1368,0.08315634385095697,5.531976480662255
ME02 BM04,9025,0.0004895734072022153,0.01577603945073242,-0.1488,0.1018999999999999,-0.10670279196008474,5.311651076336926
ME02 BM05,9025,0.00044476454293628675,0.014523069029451179,-0.1452,0.094,-0.24715149066790215,6.465128014189245
ME02 BM06,9025,0.0003558337950138501,0.014490115376825683,-0.1183,0.1084,-0.07160636587364985,6.4729425947256924
ME02 BM07,9025,0.00046873130193905715,0.014543648673987265,-0.144,0.1124,-0.0817237947116691,9.086723005641986
ME02 BM08,9025,0.0005075235457063701,0.014821053688635146,-0.1624,0.1046,-0.22561840896902505,9.097850993704352
ME02 BM09,9025,0.00042305817174515177,0.014684615235015507,-0.1347,0.1016,-0.1728440395570886,8.225161716133531
ME02 BM10,9025,0.0005952908587257607,0.0184725934797852,-0.2442,0.4557,1.4196403530361434,58.79784476960437
ME03 BM01,9025,0.0002611634349030463,0.01736463310612849,-0.1901,0.11789999999999999,-0.27437201875590217,5.085760342281718
ME03 BM02,9025,0.0003710027700831021,0.0164569223341151,-0.1455,0.105,-0.24814451488993575,4.750324411048863
ME03 BM03,9025,0.00046495290858725706,0.015152381450810692,-0.1374,0.11149999999999999,-0.254258644390668,5.801603924085747
ME03 BM04,9025,0.0004461828254847637,0.01481363216862421,-0.12919999999999998,0.0922,-0.19337031229206067,4.869125846296551
ME03 BM05,9025,0.00039010526315789453,0.01412477258650796,-0.1223,0.0948,-0.18038119120078577,5.611379282220122
ME03 BM06,9025,0.0005414736842105255,0.014323022380912244,-0.17359999999999998,0.1108,-0.34635903457209566,8.722003861741536
ME03 BM07,9025,0.00042134072022160607,0.014137480873379736,-0.1475,0.1083,-0.1138368278642249,8.006469847154078
ME03 BM08,9025,0.0003547479224376731,0.014416790084171426,-0.1303,0.0935,-0.08474467963562703,6.82156926748973
ME03 BM09,9025,0.000512110803324099,0.014866341817945808,-0.1522,0.1055,-0.1910353634980544,7.707937737938305
ME03 BM10,9025,0.0004503601108033234,0.01725310436056143,-0.1819,0.1207,-0.39745683222902645,9.778166053001428
ME04 BM01,9025,0.00034915235457063656,0.016727489359365192,-0.1667,0.11259999999999999,-0.2008380232830597,4.293990818920085
ME04 BM02,9025,0.0003485207756232684,0.015488422390349614,-0.1382,0.1328,-0.11439974684133425,4.474326412309795
ME04 BM03,9025,0.00034467590027700785,0.0145614453270603,-0.1387,0.1007,-0.18218607520692812,4.553941655886113
ME04 BM04,9025,0.0004376066481994455,0.014294588370519083,-0.1333,0.1071,-0.24893714857898827,5.632356315616608
ME04 BM05,9025,0.0003877119113573397,0.013735869944926888,-0.11220000000000001,0.0951999999999999,-0.16576514264074058,5.7465962345260575
ME04 BM06,9025,0.0003907479224376722,0.013655323620946,-0.1143,0.09839999999999989,-0.090578993563352,6.405435996118374
ME04 BM07,9025,0.00045884764542936216,0.013578797468598169,-0.1127,0.092,-0.19374378004680343,6.262102382781713
ME04 BM08,9025,0.0004014072022160656,0.014203848573090778,-0.1434,0.1026999999999999,-0.1811502348593771,7.521580537809845
ME04 BM09,9025,0.0005010304709141266,0.014813381674753108,-0.1445,0.1043999999999999,-0.18514595477227244,7.668947207138771
ME04 BM10,9025,0.0002815401662049861,0.01869496214361998,-0.1808,0.1847,0.08215727428523122,11.609135741239891
ME05 BM01,9025,0.0002726094182825478,0.016762733757473978,-0.12969999999999998,0.1073,-0.20071280298265215,3.906720798395454
ME05 BM02,9025,0.0003637562326869799,0.015278985195131675,-0.1498,0.1031,-0.18368041154694992,5.432077422910959
ME05 BM03,9025,0.0003752465373961211,0.014413987486044028,-0.1273,0.1094,-0.14893299038978283,5.024244667001241
ME05 BM04,9025,0.0005501828254847641,0.014249448097275307,-0.1492,0.128,-0.15473135513968597,7.206244662660518
ME05 BM05,9025,0.0003578836565096953,0.013603885982590854,-0.13269999999999998,0.1003,-0.20662560960287057,7.2098876139686165
ME05 BM06,9025,0.0004709584487534619,0.013192118482253018,-0.1135999999999999,0.1059,-0.1466325442373787,5.964746420621832
ME05 BM07,9025,0.0004542382271468137,0.013634479347667903,-0.1468999999999999,0.1028999999999999,-0.24381284531305494,7.5156808426735076
ME05 BM08,9025,0.00038374515235456994,0.013981308069489825,-0.13019999999999998,0.1201,-0.14960587370005218,7.087971760949406
ME05 BM09,9025,0.0004971301939058166,0.014903846201990645,-0.14629999999999999,0.1098,-0.2089051865870157,7.846937170904948
ME05 BM10,9025,0.00034397783933517957,0.01779007143759766,-0.147,0.1804,0.061825471336996334,8.506068438249569
ME06 BM01,9025,0.0003155567867036004,0.01646827663041524,-0.1502,0.1063,-0.09995261295223211,4.676169745454846
ME06 BM02,9025,0.0003664376731301932,0.014762481286024079,-0.1486999999999999,0.11889999999999999,-0.19889770421968359,6.495394344171
ME06 BM03,9025,0.00042073130193905745,0.013391198148472866,-0.1439,0.09509999999999989,-0.24721139817870058,6.260230537316513
ME06 BM04,9025,0.00040545152354570525,0.012731998711890602,-0.13829999999999998,0.1014,-0.33046894182070347,7.368876930595393
ME06 BM05,9025,0.0003378060941828243,0.012732385188863493,-0.1399,0.1183,-0.16726263738813707,8.91730411606807
ME06 BM06,9025,0.00040992797783933395,0.01298186802563372,-0.1406,0.1214,-0.15657801403789787,8.08420320520213
ME06 BM07,9025,0.000468044321329639,0.013147492817032508,-0.15519999999999998,0.1049,-0.4001075913811142,8.981159678152402
ME06 BM08,9025,0.0003517229916897499,0.013796393507547605,-0.1596,0.1323,-0.3439363373026178,10.883667158198302
ME06 BM09,9025,0.0004656177285318556,0.015083914073720166,-0.1627999999999999,0.1481,-0.3567562691154778,12.20358042354154
ME06 BM10,9025,0.0006762216066481988,0.018475629605309456,-0.15639999999999998,0.1807,0.18914674044568294,9.306700796937736
ME07 BM01,9025,0.0004329196675900262,0.015333063119993528,-0.13479999999999998,0.12639999999999998,-0.1528451998769609,5.910332974116246
ME07 BM02,9025,0.00038818836565096884,0.01320194165247543,-0.12000000000000001,0.1037,-0.19962692938223617,5.722451916127715
ME07 BM03,9025,0.0004431024930747916,0.01223873375184894,-0.1128,0.10769999999999999,-0.2425098393061945,6.868745042213607
ME07 BM04,9025,0.000321085872576176,0.012355097889381966,-0.1134,0.1132,-0.3254690454738719,7.8516936509470305
ME07 BM05,9025,0.0003913795013850407,0.012952796740830346,-0.1215,0.118,-0.25662193763123764,8.247215441120286
ME07 BM06,9025,0.0003532299168975058,0.013008966187967817,-0.14529999999999998,0.1247,-0.340764429416496,10.565023213679597
ME07 BM07,9025,0.0005276565096952901,0.012851307716832202,-0.1306,0.1275,-0.1982051680621008,9.911768400111503
ME07 BM08,9025,0.000432764542936287,0.013885778517141597,-0.14479999999999998,0.13870000000000002,-0.2660830605325591,11.01752697026733
ME07 BM09,9025,0.00041192243767312957,0.014229501856634123,-0.13599999999999998,0.1026,-0.3401731404991361,7.859939789921164
ME07 BM10,8774,0.00036610439936175007,0.01760651821286985,-0.1885,0.1683,-0.3923707844437523,11.310080001815999
ME08 BM01,9025,0.0004487202216066471,0.01525055692986127,-0.115,0.1256,0.033447061993122834,5.990002072324623
ME08 BM02,9025,0.00035954570637119,0.012953067988574903,-0.1228999999999999,0.1117,-0.15880712840485584,6.182195312161159
ME08 BM03,9025,0.0004455734072022152,0.01237482280864625,-0.1266,0.1188,-0.2136272597024557,7.746006510050011
ME08 BM04,9025,0.0004277008310249301,0.01252075986569461,-0.1306,0.1225999999999999,-0.20293004741965848,8.143695263189823
ME08 BM05,9025,0.0004393684210526307,0.012525132103888491,-0.1066,0.1506,-0.10690093390458134,9.265415883276134
ME08 BM06,9025,0.00025826038781163427,0.012825556989412245,-0.1447,0.1444,-0.33330740938113795,10.967472464762265
ME08 BM07,9025,0.00037335180055401616,0.013156068434285777,-0.1508,0.1365,-0.2896932656213155,12.9949801515761
ME08 BM08,9025,0.00038793351800553937,0.013620346478882188,-0.1483,0.1252,-0.3885472967033861,12.549363675765715
ME08 BM09,9025,0.0003680332409972287,0.01588939687407753,-0.16599999999999998,0.1664,-0.20579307508765723,13.611814555653186
ME08 BM10,9025,0.0004223379501385038,0.019251674183061594,-0.3798999999999999,0.2957,-0.2818086046908628,34.88150875790755
ME09 BM01,9025,0.00040069806094182765,0.01425161783774578,-0.1165,0.1313,-0.05464541666721184,6.846818958609335
ME09 BM02,9025,0.0004074903047091409,0.01288469920439354,-0.1066,0.1346,-0.08386476065412654,7.806259429046277
ME09 BM03,9025,0.00040565096952908497,0.011860946760072485,-0.10629999999999991,0.1354,-0.12126611763002294,8.927742173633538
ME09 BM04,9025,0.0003237008310249302,0.012056324763325896,-0.11789999999999991,0.1246,-0.1395788636315092,8.90952247371745
ME09 BM05,9025,0.00041739612188365595,0.012430301824912735,-0.12669999999999998,0.1366,-0.09226400350056428,9.413343019803843
ME09 BM06,9025,0.0004159002770083095,0.011517694279065212,-0.12849999999999998,0.1375,-0.13652348440246925,12.286190952132676
ME09 BM07,9025,0.0004402105263157886,0.012385445559289637,-0.1265,0.1231,-0.2844495883268932,10.718545050184023
ME09 BM08,9025,0.0003496066481994456,0.012910845753302091,-0.1657,0.1162,-0.415511600150868,11.838475758586506
ME09 BM09,9025,0.00048685872576177257,0.015083364317998688,-0.1379,0.2203,0.24115359581818935,15.67105312590068
ME09 BM10,8775,0.000287042735042735,0.020931376083750456,-0.2863,0.1885,-0.3728492343073583,18.672888981163503
ME10 BM01,9025,0.00044671468144044256,0.012435909121188865,-0.12340000000000001,0.1398,0.05741706378738839,8.337266167665444
ME10 BM02,9025,0.00043140166204986023,0.011443210559295085,-0.1046,0.1207,0.042449638069716994,8.522304887231613
ME10 BM03,9025,0.0004058060941828242,0.011485715360030192,-0.105,0.1079,-0.048079687981525385,7.702229560916832
ME10 BM04,9025,0.00033981163434902934,0.012233951827345286,-0.1357,0.1278999999999999,-0.11501748920589343,11.95351620184583
ME10 BM05,9025,0.0003501828254847643,0.012015218824459172,-0.1149,0.1283,-0.008933705360183604,9.498665772747456
ME10 BM06,9025,0.00041601108033240917,0.012808460210725368,-0.1391,0.1268999999999999,-0.0075027990079815,10.609457538645076
ME10 BM07,9025,8.279224376731234e-05,0.014064919601279407,-0.1311,0.136,-0.1772194107338333,11.364751134419059
ME10 BM08,8771,0.0004888610192680416,0.016333966546376637,-0.173,0.2178999999999999,0.16333932400887324,21.612119371093108
ME10 BM09,8774,0.00038834055162981527,0.017950439570521032,-0.1750999999999999,0.2886,0.4037916986251768,21.694967974094496
ME10 BM10,7429,0.0004885448916408664,0.01821547211105526,-0.19019999999999998,0.1658,-0.03613848444559361,10.270903177098246
